Co. Corp TKR,Total,Utilities,Supranationals,Government Development Banks,Transportation & Logistics,Power Generation,Automobiles Manufacturing,Chemicals,Metals & Mining,Exploration & Production,Pipeline,Integrated Oils,Airlines,Coal Operations,Oil & Gas Services & Equipment,Renewable Energy,Refining & Marketing,Winding Up Agencies,Government Agencies,Government Regional,Sovereigns,Government Local
HRVAPO,65948800,,,,65948800,,,,,,,,,,,,,,,,,
HRGNO,558280450,,,,558280450,,,,,,,,,,,,,,,,,
HRELEC,550000000,550000000,,,,,,,,,,,,,,,,,,,,
HRCONG,63664800,,,,,,,,,,,,,,,63664800,,,,,,
HQCL,0,,,,,,,,,,,,,,,0,,,,,,
HPOWER,313270388,,,,,313270388,,,,,,,,,,,,,,,,
HPNEWP,92631200,,,,92631200,,,,,,,,,,,,,,,,,
HPLGR,1104291000,,,,1104291000,,,,,,,,,,,,,,,,,
HPHTSP,1500000000,,,,1500000000,,,,,,,,,,,,,,,,,
HPCPIP,230020350,,,,,,,,,,,230020350,,,,,,,,,,
HPCLIN,655946000,,,,,,,,,,,,,,,,655946000,,,,,
HP,500000000,,,,,,,,,,,,,,500000000,,,,,,,
HOXAN,91257500,,,,,,,91257500,,,,,,,,,,,,,,
HOVION,49079600,,,,,,,49079600,,,,,,,,,,,,,,
HOSHNG,0,,,,0,,,,,,,,,,,,,,,,,
HOS,916589000,,,,916589000,,,,,,,,,,,,,,,,,
HORGA,0,,,,,,,,,,,,,,,0,,,,,,
HONHUA,200000000,,,,,,,,,,,,,,200000000,,,,,,,
HONGQI,7674105270,,,,,,,,7674105270,,,,,,,,,,,,,
HONGFU,254885300,,,,,,,254885300,,,,,,,,,,,,,,
HONBRI,18926980,,,,,,,,18926980,,,,,,,,,,,,,
HONAM,1769255920,,,,,,,1769255920,,,,,,,,,,,,,,
HONAIR,1340500000,,,,,,,,,,,,1340500000,,,,,,,,,
HOMERC,0,,,,,0,,,,,,,,,,,,,,,,
HOLLOH,0,,,,,,,,,,,,,,,,,,,,,0
HOKUEL,4980418750,4980418750,,,,,,,,,,,,,,,,,,,,
HOKKEL,7052428425,7052428425,,,,,,,,,,,,,,,,,,,,
HOKGAS,333429535,333429535,,,,,,,,,,,,,,,,,,,,
HOG,4927488000,,,,,,4927488000,,,,,,,,,,,,,,,
HODGES,0,,,,0,,,,,,,,,,,,,,,,,
HOCLN,0,,,,,,,,0,,,,,,,,,,,,,
HNVALI,759567023,,,,,,,,759567023,,,,,,,,,,,,,
HNKYGF,48737810,,,,,,,,48737810,,,,,,,,,,,,,
HNINTL,5731866900,,,,,5731866900,,,,,,,,,,,,,,,,
HNGOLD,127588000,,,,,,,,127588000,,,,,,,,,,,,,
HNGDXY,481318470,,,,,,,481318470,,,,,,,,,,,,,,
HNEGCM,2548853000,,,,,,,2548853000,,,,,,,,,,,,,,
HNDTRD,159485000,,,,,,,,159485000,,,,,,,,,,,,,
HNDLIN,935676000,,,,,,,,935676000,,,,,,,,,,,,,
HNDA,31730632700,,,,,,31730632700,,,,,,,,,,,,,,,
HNANO,761590321,761590321,,,,,,,,,,,,,,,,,,,,
HNALOG,159485000,,,,159485000,,,,,,,,,,,,,,,,,
HNAIRP,63794000,,,,63794000,,,,,,,,,,,,,,,,,
HNAINI,485944750,,,,485944750,,,,,,,,,,,,,,,,,
HNAAIR,79581000,,,,79581000,,,,,,,,,,,,,,,,,
HMNGAS,39257470,39257470,,,,,,,,,,,,,,,,,,,,
HMELIN,573831150,,,,,,,,,,,,,,,,573831150,,,,,
HLX,258835500,,,,,,,,,,,,,,258835500,,,,,,,
HLNG,321811000,,,,321811000,,,,,,,,,,,,,,,,,
HLINSH,138946800,,,,138946800,,,,,,,,,,,,,,,,,
HLHCOA,159162000,,,,,,,,,,,,,159162000,,,,,,,,
HLCSHP,7377750,,,,7377750,,,,,,,,,,,,,,,,,
HLCHEM,100272060,,,,,,,100272060,,,,,,,,,,,,,,
HL,506500000,,,,,,,,506500000,,,,,,,,,,,,,
HKUS,655000,,,,,,,,,655000,,,,,,,,,,,,
HKHPIN,3898650,,,,,3898650,,,,,,,,,,,,,,,,
HKEXAR,60000000,,,,,,,,,,,,60000000,,,,,,,,,
HKE,2896269475,2896269475,,,,,,,,,,,,,,,,,,,,
HKCGAS,2942859590,2942859590,,,,,,,,,,,,,,,,,,,,
HJWATE,0,0,,,,,,,,,,,,,,,,,,,,
HJSHNW,577267449,,,,577267449,,,,,,,,,,,,,,,,,
HJINTL,300000000,,,,300000000,,,,,,,,,,,,,,,,,
HITSER,7500000,,,,,,,,7500000,,,,,,,,,,,,,
HITMET,91441100,,,,,,,,91441100,,,,,,,,,,,,,
HITCHE,274323300,,,,,,,274323300,,,,,,,,,,,,,,
HISLPA,26522000,,,,,26522000,,,,,,,,,,,,,,,,
HIRGAS,228419150,228419150,,,,,,,,,,,,,,,,,,,,
HINCLE,132554100,,,,,,,,,,,,,,,132554100,,,,,,
HILOHO,310000000,,,,,,,,,,,,,,310000000,,,,,,,
HILCRP,1000000000,,,,,,,,,1000000000,,,,,,,,,,,,
HII,0,,,,0,,,,,,,,,,,,,,,,,
HIBOPA,13125000,,,,,13125000,,,,,,,,,,,,,,,,
HIAKSH,94893575,,,,94893575,,,,,,,,,,,,,,,,,
HHWTIV,159291200,159291200,,,,,,,,,,,,,,,,,,,,
HHEMIN,125581156,,,,,,,,,,,,,125581156,,,,,,,,
HHCHWA,1147419900,1147419900,,,,,,,,,,,,,,,,,,,,
HGPSPE,22000000,,,,,,,,,,,,,,,22000000,,,,,,
HGOAU,0,,,,,,,,0,,,,,,,,,,,,,
HFZJ,0,0,,,,,,,,,,,,,,,,,,,,
HFC,1000000000,,,,,,,,,,,,,,,,1000000000,,,,,
HEZHCH,92565436,,,,,,,,92565436,,,,,,,,,,,,,
HEWIND,50682450,,,,,,,,,,,,,,,50682450,,,,,,
HEUASH,13894680,,,,13894680,,,,,,,,,,,,,,,,,
HESINF,800000000,,,,,,,,,800000000,,,,,,,,,,,,
HES,5937914000,,,,,,,,,5937914000,,,,,,,,,,,,
HERTAS,9775000,,,,9775000,,,,,,,,,,,,,,,,,
HEROSL,27290550,27290550,,,,,,,,,,,,,,,,,,,,
HERO,0,,,,,,,,,,,,,,0,,,,,,,
HERMPE,123195948,,,,123195948,,,,,,,,,,,,,,,,,
HERIM,2991067633,2991067633,,,,,,,,,,,,,,,,,,,,
HEPSHP,7652670,,,,7652670,,,,,,,,,,,,,,,,,
HEP,500000000,,,,,,,,,,500000000,,,,,,,,,,,
HENWAN,127329600,,,,,,,,127329600,,,,,,,,,,,,,
HENGYI,972180200,,,,,,,972180200,,,,,,,,,,,,,,
HENAIR,95497200,,,,95497200,,,,,,,,,,,,,,,,,
HELKRA,227005720,,,,,227005720,,,,,,,,,,,,,,,,
HELISO,13742288,,,,,,,,,,,,,,,13742288,,,,,,
HELI,0,,,,,,,,,,,,,,0,,,,,,,
HEILON,0,,,,,0,,,,,,,,,,,,,,,,
HEIGR,0,,,,,,,0,,,,,,,,,,,,,,
HEDUKP,0,,,,0,,,,,,,,,,,,,,,,,
HEBANG,78804711,,,,,,,78804711,,,,,,,,,,,,,,
HE,180000000,180000000,,,,,,,,,,,,,,,,,,,,
HDLGIS,120420560,,,,120420560,,,,,,,,,,,,,,,,,
HCHGAS,111413400,111413400,,,,,,,,,,,,,,,,,,,,
HCHAU,86106323,,,,,,,,86106323,,,,,,,,,,,,,
HCELEC,818970000,,,,,818970000,,,,,,,,,,,,,,,,
HCDNDA,571484000,,,,571484000,,,,,,,,,,,,,,,,,
HCC,350000000,,,,,,,,350000000,,,,,,,,,,,,,
HCAIPN,220000000,,,,,220000000,,,,,,,,,,,,,,,,
HBXFCH,270370210,,,,,,,270370210,,,,,,,,,,,,,,
HBPRDM,47813200,,,,,,,47813200,,,,,,,,,,,,,,
HBNWTR,143245800,143245800,,,,,,,,,,,,,,,,,,,,
HBNCOO,254820700,,,,,,,254820700,,,,,,,,,,,,,,
HBMCN,1000000000,,,,,,,,1000000000,,,,,,,,,,,,,
HBENER,406820410,398066500,,,,8753910,,,,,,,,,,,,,,,,
HBCONS,318647000,318647000,,,,,,,,,,,,,,,,,,,,
HAXHWC,79742500,79742500,,,,,,,,,,,,,,,,,,,,
HAWTAI,797425000,,,,,,797425000,,,,,,,,,,,,,,,
HAWSUP,0,,,,0,,,,,,,,,,,,,,,,,
HAVINO,81738595,,,,81738595,,,,,,,,,,,,,,,,,
HARKAN,0,,,,,,,,,,,,,,0,,,,,,,
HARHOU,63794000,,,,,63794000,,,,,,,,,,,,,,,,
HAOJUN,159162000,,,,,,,159162000,,,,,,,,,,,,,,
HAOHUA,13353286800,,,,,,,13353286800,,,,,,,,,,,,,,
HANZEN,3251524,,,,3251524,,,,,,,,,,,,,,,,,
HANYAN,1120963432,,,,,,,1120963432,,,,,,,,,,,,,,
HANWA,457536420,,,,,,,698120,456838300,,,,,,,,,,,,,
HANTRA,183736160,,,,183736160,,,,,,,,,,,,,,,,,
HANSCC,531945360,,,,,41000000,,,,,,,,,,490945360,,,,,,
HANMOL,19400000,,,,,,,,,,,,,,,,19400000,,,,,
HANIRO,4631560,,,,,,,,4631560,,,,,,,,,,,,,
HANHIC,143299540,,,,143299540,,,,,,,,,,,,,,,,,
HANCHM,56315600,,,,,,,56315600,,,,,,,,,,,,,,
HANBO,13032000,,,,,,,,13032000,,,,,,,,,,,,,
HANAEL,2778936,,,,,,,,2778936,,,,,,,,,,,,,
HALFX,227221335,,,,227221335,,,,,,,,,,,,,,,,,
HALDOR,166503000,,,,,,,166503000,,,,,,,,,,,,,,
HAL,10789000000,,,,,,,,,,,,,,10789000000,,,,,,,
HAIMEI,334660100,,,,334660100,,,,,,,,,,,,,,,,,
HAILNG,2053496615,,,,,,,,2053496615,,,,,,,,,,,,,
HAIJAO,163158000,,,,163158000,,,,,,,,,,,,,,,,,
HAIAIR,2429187580,,,,,,,,,,,,2429187580,,,,,,,,,
HAERGS,74104960,74104960,,,,,,,,,,,,,,,,,,,,
HAENAM,11393638,,,,,,,11393638,,,,,,,,,,,,,,
HACLSP,150000000,,,,,,,150000000,,,,,,,,,,,,,,
HABRUA,25327400,,,,,,,,,,,,,,,,,,25327400,,,
HAAWSC,41466100,41466100,,,,,,,,,,,,,,,,,,,,
HA,346331500,,,,,,,,,,,,346331500,,,,,,,,,
GZSCCM,127329600,,,,,,,,,,,,,127329600,,,,,,,,
GZRARE,0,,,,,,,,0,,,,,,,,,,,,,
GZPORT,589706900,,,,589706900,,,,,,,,,,,,,,,,,
GZMCN,1859871025,1859871025,,,,,,,,,,,,,,,,,,,,
GZKLGR,398366890,,,,,,,398366890,,,,,,,,,,,,,,
GZJYJT,239033700,239033700,,,,,,,,,,,,,,,,,,,,
GZHYEH,235721260,,,,,235721260,,,,,,,,,,,,,,,,
GZHTNS,117779880,,,,,117779880,,,,,,,,,,,,,,,,
GZHMTL,239227500,,,,,,,,239227500,,,,,,,,,,,,,
GZHCIG,400000000,,,,400000000,,,,,,,,,,,,,,,,,
GZFQPM,31897000,,,,,,,31897000,,,,,,,,,,,,,,
GZDEVE,923059643,,,,,238743000,,,,,,,,684316643,,,,,,,,
GXWATR,509706000,509706000,,,,,,,,,,,,,,,,,,,,
GXP,3429836000,3429836000,,,,,,,,,,,,,,,,,,,,
GXNAWA,159485000,159485000,,,,,,,,,,,,,,,,,,,,
GXECN,11775946,,,,,,,,,11775946,,,,,,,,,,,,
GXDHMI,79687590,,,,,,,,,,,,,79687590,,,,,,,,
GXAIRP,95497200,,,,95497200,,,,,,,,,,,,,,,,,
GWNDLN,618485500,,,,,,,,,,,,,,,618485500,,,,,,
GWCC,0,0,,,,,,,,,,,,,,,,,,,,
GVAERO,185302250,,,,185302250,,,,,,,,,,,,,,,,,
GUZHAU,1362669971,,,,,,1362669971,,,,,,,,,,,,,,,
GUXNDA,414402600,,,,,,,414402600,,,,,,,,,,,,,,
GUXIEN,360129250,,,,,,,,,,,,,360129250,,,,,,,,
GUOPOW,3300209000,,,,,3300209000,,,,,,,,,,,,,,,,
GUNVOR,0,,,,,,,,,0,,,,,,,,,,,,
GULFNG,1150000000,,,,,,,,,,1150000000,,,,,,,,,,,
GULFKY,100000000,,,,,,,,,100000000,,,,,,,,,,,,
GULFEN,190364400,,,,,190364400,,,,,,,,,,,,,,,,
GUIGUA,148321050,,,,,148321050,,,,,,,,,,,,,,,,
GUGUEL,570445922,570445922,,,,,,,,,,,,,,,,,,,,
GUEMES,0,,,,,0,,,,,,,,,,,,,,,,
GUAWAT,0,0,,,,,,,,,,,,,,,,,,,,
GUAORI,18472501,,,,,,,18472501,,,,,,,,,,,,,,
GUANOT,74957950,,,,,,,,,,,,,,,74957950,,,,,,
GUANGH,876166200,,,,,,,,,,876166200,,,,,,,,,,,
GUANFI,285892000,,,,,,,,,,,,285892000,,,,,,,,,
GUAMIS,0,,,,0,,,,,,,,,,,,,,,,,
GUAHON,446299600,,,,,,,446299600,,,,,,,,,,,,,,
GUABEI,1290504200,,,,1290504200,,,,,,,,,,,,,,,,,
GUABAO,629771950,,,,,629771950,,,,,,,,,,,,,,,,
GTE,115000000,,,,,,,,,115000000,,,,,,,,,,,,
GTAT,214000000,,,,,,,,,,,,,,,214000000,,,,,,
GTAAIR,4580752353,,,,4580752353,,,,,,,,,,,,,,,,,
GSYUAS,319584850,,,,,,,,,,,,,,,319584850,,,,,,
GSTSBZ,61694200,61694200,,,,,,,,,,,,,,,,,,,,
GST,162500000,,,,,,,,,162500000,,,,,,,,,,,,
GSPCIN,935676000,,,,,,,,,935676000,,,,,,,,,,,,
GSOAS,19535000,,19535000,,,,,,,,,,,,,,,,,,,
GSM,350000000,,,,,,,,350000000,,,,,,,,,,,,,
GSL,360000000,,,,360000000,,,,,,,,,,,,,,,,,
GSHLDG,3172618600,,,,,1093048160,,,,2079570440,,,,,,,,,,,,
GSGTHG,239066000,,,,,,,,239066000,,,,,,,,,,,,,
GSGLBL,55578720,,,,,,,,55578720,,,,,,,,,,,,,
GSELEC,111413400,,,,,111413400,,,,,,,,,,,,,,,,
GSCCOR,4395776400,833680800,,,,,,,,,,,,,,,3562095600,,,,,
GSCCN,51498000,,,,,,,,51498000,,,,,,,,,,,,,
GRTWST,300000000,,,,,,,,,300000000,,,,,,,,,,,,
GRSHPR,0,,,,0,,,,,,,,,,,,,,,,,
GRRIVE,1414773000,,,,,1414773000,,,,,,,,,,,,,,,,
GRPSHP,26853540,,,,26853540,,,,,,,,,,,,,,,,,
GRNPLS,926312,,,,,,,,926312,,,,,,,,,,,,,
GRNKO,23391900,,,,,23391900,,,,,,,,,,,,,,,,
GRNCTY,92024250,,,,,,,,,,,,,,,92024250,,,,,,
GRLAMS,0,,,,0,,,,,,,,,,,,,,,,,
GRIDIN,27680415,27680415,,,,,,,,,,,,,,,,,,,,
GRICNO,85000000,,,,,,,,,,,,,,85000000,,,,,,,
GRENKO,500000000,,,,,500000000,,,,,,,,,,,,,,,,
GRENGY,25000000,,,,,,,,,25000000,,,,,,,,,,,,
GRENAL,7116542,7116542,,,,,,,,,,,,,,,,,,,,
GRDCNA,501747900,,,,,,,,,,,,501747900,,,,,,,,,
GRCLIN,15594600,,,,,15594600,,,,,,,,,,,,,,,,
GRCHAR,480960000,,,,,,,,,,,,480960000,,,,,,,,,
GRASOL,903032990,,,,,,,,,,,,,,,903032990,,,,,,
GRANDX,670052100,,,,,670052100,,,,,,,,,,,,,,,,
GRANBZ,24677680,,,,,,,,,,,,,,,24677680,,,,,,
GRA,1000000000,,,,,,,1000000000,,,,,,,,,,,,,,
GPWIND,45376800,,,,,,,,,,,,,,,45376800,,,,,,
GPSCTB,158637000,158637000,,,,,,,,,,,,,,,,,,,,
GPRE,233734000,,,,,,,,,,,,,,,233734000,,,,,,
GPPS,7361940000,,,,,,,,,,,,,,,,,,7361940000,,,
GPOR,2050000000,,,,,,,,,2050000000,,,,,,,,,,,,
GPKLN,0,,,,,,,,,0,,,,,,,,,,,,
GPICIN,204180098,204180098,,,,,,,,,,,,,,,,,,,,
GOMMER,24416410,24416410,,,,,,,,,,,,,,,,,,,,
GOLLBZ,1012402000,,,,,,,,,,,,1012402000,,,,,,,,,
GOLITH,349727500,,,,349727500,,,,,,,,,,,,,,,,,
GOLDTI,318970000,,,,,,,,,,,,,,,,318970000,,,,,
GOLDIT,21463800,,,,21463800,,,,,,,,,,,,,,,,,
GOLDCL,460037100,,,,,,,,,,,,,,460037100,,,,,,,
GOGL,190600000,,,,190600000,,,,,,,,,,,,,,,,,
GODPI,7797300,,,,,,,,7797300,,,,,,,,,,,,,
GOAUBZ,138762286,,,,,,,,138762286,,,,,,,,,,,,,
GNNEIA,545000000,,,,,545000000,,,,,,,,,,,,,,,,
GNLQCI,1100000000,,,,,,,,,,1100000000,,,,,,,,,,,
GNCIN,15594600,,,,,,,,,,,,,15594600,,,,,,,,
GNANBZ,334968496,,,,,334968496,,,,,,,,,,,,,,,,
GNAN,191162677,191162677,,,,,,,,,,,,,,,,,,,,
GMXR,53428000,,,,,,,,,53428000,,,,,,,,,,,,
GMRIIN,224768713,,,,100011913,124756800,,,,,,,,,,,,,,,,
GMOFTO,430153658,430153658,,,,,,,,,,,,,,,,,,,,
GMLP,400000000,,,,400000000,,,,,,,,,,,,,,,,,
GMKNRM,4510968500,,,,,,,,4510968500,,,,,,,,,,,,,
GMGWHS,0,,,,0,,,,,,,,,,,,,,,,,
GMEXIB,516764000,,,,,516764000,,,0,,,,,,,,,,,,,
GMACSA,955941000,,,,,,955941000,,,,,,,,,,,,,,,
GM,50224840400,,,,,,50224840400,,,,,,,,,,,,,,,
GLYHO,307186931,57186931,,,250000000,,,,,,,,,,,,,,,,,
GLPRLI,700000000,,,,700000000,,,,,,,,,,,,,,,,,
GLOG,344977750,,,,344977750,,,,,,,,,,,,,,,,,
GLNG,402500000,,,,402500000,,,,,,,,,,,,,,,,,
GLMFG,0,,,,,,,,0,,,,,,,,,,,,,
GLICBZ,3148401,,,,,3148401,,,,,,,,,,,,,,,,
GLFM,0,,,,,,,,,,,,,,0,,,,,,,
GLEOIL,237649000,,,,,,,,,237649000,,,,,,,,,,,,
GLENLN,25181545034,,,,,,,,25181545034,,,,,,,,,,,,,
GLDCPS,24667760,,,,,,,,24667760,,,,,,,,,,,,,
GLCOMM,79742500,,,,79742500,,,,,,,,,,,,,,,,,
GLCCUK,2275551640,2275551640,,,,,,,,,,,,,,,,,,,,
GLBL,760372000,,,,,760372000,,,,,,,,,,,,,,,,
GLACTR,12265520,,,,12265520,,,,,,,,,,,,,,,,,
GKOLN,1000000000,1000000000,,,,,,,,,,,,,,,,,,,,
GKIIN,935676,,,,935676,,,,,,,,,,,,,,,,,
GJRIC,42105420,,,,42105420,,,,,,,,,,,,,,,,,
GIVNVX,1064720000,,,,,,,1064720000,,,,,,,,,,,,,,
GINTEC,88928,,,,,,,,,,,,,,,88928,,,,,,
GIGAST,172536850,,,,,,,,,,,,,,,172536850,,,,,,
GHUB,92631200,,,,,,,,,,,,,,,,92631200,,,,,
GGOFTO,382693962,382693962,,,,,,,,,,,,,,,,,,,,
GGBRBZ,4367281000,,,,,,,,4367281000,,,,,,,,,,,,,
GFISJ,852390000,,,,,,,,852390000,,,,,,,,,,,,,
GEWRPW,12195120,12195120,,,,,,,,,,,,,,,,,,,,
GEVO,0,,,,,,,,,,,,,,,0,,,,,,
GESCO,498964200,,,,498964200,,,,,,,,,,,,,,,,,
GERLSP,300000000,,,,,,,,,,,,,300000000,,,,,,,,
GERAAR,12325301,,,,,12325301,,,,,,,,,,,,,,,,
GEPABZ,404478945,,,,,404478945,,,,,,,,,,,,,,,,
GEOTEC,40521558,,,,,,,,,,,,,,40521558,,,,,,,
GEOROG,250000000,,,,,,,,,,250000000,,,,,,,,,,,
GEOPAR,425000000,,,,,,,,,425000000,,,,,,,,,,,,
GEOMHH,61349500,,,,,,,,61349500,,,,,,,,,,,,,
GEOJAD,135562250,,,,,,,,,135562250,,,,,,,,,,,,
GENONE,2379914000,1020828000,,,,1359086000,,,,,,,,,,,,,,,,
GENLLN,300000000,,,,,,,,,300000000,,,,,,,,,,,,
GENEPO,594753000,594753000,,,,,,,,,,,,,,,,,,,,
GENDOO,15950870,15950870,,,,,,,,,,,,,,,,,,,,
GENALT,22500000,,,,,22500000,,,,,,,,,,,,,,,,
GEMENG,238743000,,,,,238743000,,,,,,,,,,,,,,,,
GEL,2645170000,,,,,,,,,,2645170000,,,,,,,,,,,
GEICN,797019600,,,,,,,,,,797019600,,,,0,,,,,,,
GEELZ,1627711500,,,,,,1627711500,,,,,,,,,,,,,,,
GEELY,0,,,,,,0,,,,,,,,,,,,,,,
GEECNC,6928814,,,,,,,,6928814,,,,,,,,,,,,,
GEDISC,4042932050,4042932050,,,,,,,,,,,,,,,,,,,,
GEASTE,23391900,,,,,,,,,23391900,,,,,,,,,,,,
GEAGBZ,25938093,25938093,,,,,,,,,,,,,,,,,,,,
GDYUDE,1671685500,1671685500,,,,,,,,,,,,,,,,,,,,
GDYNPW,95691000,,,,,95691000,,,,,,,,,,,,,,,,
GDTCEN,478455000,,,,,,,,,,,,,,,478455000,,,,,,
GDRZF,0,,,,,,,,0,,,,,,,,,,,,,
GDPP,192602400,,,,,,,,,192602400,,,,,,,,,,,,
GDPOWE,191382000,191382000,,,,,,,,,,,,,,,,,,,,
GDPOLY,714871773,,,,,,,,,,,,,,,714871773,,,,,,
GDNAVI,190994400,,,,190994400,,,,,,,,,,,,,,,,,
GDHYEZ,15948500,,,,,15948500,,,,,,,,,,,,,,,,
GDGZEL,79581000,,,,,79581000,,,,,,,,,,,,,,,,
GDGDDV,191382000,191382000,,,,,,,,,,,,,,,,,,,,
GDENRY,28168596,,,,,,,,,,,,,,28168596,,,,,,,
GDDSTH,76552800,,,,,,,76552800,,,,,,,,,,,,,,
GDCOMM,875552500,,,,875552500,,,,,,,,,,,,,,,,,
GDAIRM,159162000,,,,159162000,,,,,,,,,,,,,,,,,
GCSH,1837517,,,,,,,,,,,,,,,1837517,,,,,,
GCPAPP,525000000,,,,,,,525000000,,,,,,,,,,,,,,
GCN,2500000000,,,,,,,,2500000000,,,,,,,,,,,,,
GCMCN,145538600,,,,,,,,145538600,,,,,,,,,,,,,
GCLSZ,398551000,,,,,,,,,,,,,,,398551000,,,,,,
GCLPOL,125000000,,,,,,,,,,,,,,,125000000,,,,,,
GCLINE,318647000,318647000,,,,,,,,,,,,,,,,,,,,
GCANA,30000000,,,,,,,,30000000,,,,,,,,,,,,,
GBUCN,31961640,,,,,,,,31961640,,,,,,,,,,,,,
GBHK,3000000000,,,,,,,,,,,,,,,,,,,,3000000000,
GBEEBZ,11004120,,,,,11004120,,,,,,,,,,,,,,,,
GBBFP,147238800,,,,,,,,,,,,,,147238800,,,,,,,
GAZPRU,24386246000,,,,,,,,,23864309000,,521937000,,,,,,,,,,
GAZIER,613495000,613495000,,,,,,,,,,,,,,,,,,,,
GATESW,373334500,,,,373334500,,,,,,,,,,,,,,,,,
GATAIR,3065145000,,,,3065145000,,,,,,,,,,,,,,,,,
GASVBZ,31173154,,,,,,,,,,,,,,,31173154,,,,,,
GASSM,13899570623,13899570623,,,,,,,,,,,,,,,,,,,,
GASOLA,111340876,,,,,,,,,,,,,,,111340876,,,,,,
GASNMX,228127638,228127638,,,,,,,,,,,,,,,,,,,,
GASEPA,12000000,12000000,,,,,,,,,,,,,,,,,,,,
GARUDA,647721400,,,,,,,,,,,,647721400,,,,,,,,,
GAQ,7265000,,,,,,,,,,,,,,,,,,,,,7265000
GAPBMM,481352880,,,,481352880,,,,,,,,,,,,,,,,,
GAONIT,19183057,,,,,,,,19183057,,,,,,,,,,,,,
GANFLI,147702336,,,,,,,,147702336,,,,,,,,,,,,,
GANAAA,47748600,,,,,47748600,,,,,,,,,,,,,,,,
GALVSP,0,,,,,,0,,,,,,,,,,,,,,,
GALPPL,2662568300,,,,,,,,,,,2662568300,,,,,,,,,,
GALPNA,736194000,736194000,,,,,,,,,,,,,,,,,,,,
GAILIN,136452750,136452750,,,,,,,,,,,,,,,,,,,,
GACOPY,1582861,,,,,,,,,,,,,,,,1582861,,,,,
GACENO,241354350,,,,241354350,,,,,,,,,,,,,,,,,
G3ELN,88000000,,,,,,,,,88000000,,,,,,,,,,,,
FZWAID,47748600,47748600,,,,,,,,,,,,,,,,,,,,
FXPOLN,346385000,,,,,,,,346385000,,,,,,,,,,,,,
FXMINI,79581000,,,,,,,,,,,,,79581000,,,,,,,,
FUTON,159162000,,,,159162000,,,,,,,,,,,,,,,,,
FURNA,355827100,,,,,,,,,,,,,,355827100,,,,,,,
FUMVFH,3405388600,,,,,3405388600,,,,,,,,,,,,,,,,
FUL,300000000,,,,,,,300000000,,,,,,,,,,,,,,
FUKUYA,0,,,,0,,,,,,,,,,,,,,,,,
FUFENG,159485000,,,,,,,159485000,,,,,,,,,,,,,,
FTSINT,716321000,,,,,,,,,,,,,,716321000,,,,,,,
FTSCN,8794346455,8439796455,,,,354550000,,,,,,,,,,,,,,,,
FTRNFP,108036470,,,,,108036470,,,,,,,,,,,,,,,,
FTK,0,,,,,,,,,,,,,,0,,,,,,,
FTI,2131155200,,,,,,,,,,,,,,2131155200,,,,,,,
FSPGHT,79581000,,,,,,,79581000,,,,,,,,,,,,,,
FSHMIN,207072100,,,,,,,,207072100,,,,,,,,,,,,,
FRTEOL,24930720,,,,,,,,,,,,,,,,24930720,,,,,
FRPTT,6696299500,,,,6696299500,,,,,,,,,,,,,,,,,
FRONTR,24766300,,,,,,,,,24766300,,,,,,,,,,,,
FRO,0,,,,0,,,,,,,,,,,,,,,,,
FRIELG,12883395,,,,,,,,,,,,,,,12883395,,,,,,
FRETER,250000000,,,,250000000,,,,,,,,,,,,,,,,,
FRESLN,800000000,,,,,,,,800000000,,,,,,,,,,,,,
FRELIT,6538789,,,,6538789,,,,,,,,,,,,,,,,,
FREDEN,183623650,183623650,,,,,,,,,,,,,,,,,,,,
FRAX,0,,,,,,,0,,,,,,,,,,,,,,
FRATEC,0,,,,,,,,,,,,,,0,,,,,,,
FRALIN,18811760,,,,18811760,,,,,,,,,,,,,,,,,
FRAGR,1165640500,,,,1165640500,,,,,,,,0,,,,,,,,,
FRAEXN,6091746,,,,,,,,,6091746,,,,,,,,,,,,
FPTLN,693700,,,,693700,,,,,,,,,,,,,,,,,
FPMLN,100000000,,,,,,,,,100000000,,,,,,,,,,,,
FOY,570449737,,,,,,,,,,,,570449737,,,,,,,,,
FOSUNI,1246684290,,,,,,,,1246684290,,,,,,,,,,,,,
FOSS,14090000,,,,14090000,,,,,,,,,,,,,,,,,
FORPET,878727940,,,,,,,,,,,,,,,,878727940,,,,,
FORMUC,3709063,,,,,,,3709063,,,,,,,,,,,,,,
FORMPC,1148593140,,,,,,,1148593140,,,,,,,,,,,,,,
FORMOT,21333400,21333400,,,,,,,,,,,,,,,,,,,,
FORGOU,58666850,58666850,,,,,,,,,,,,,,,,,,,,
FORCOY,73619400,,,,,,,73619400,,,,,,,,,,,,,,
FORCHE,1200738280,,,,,,,1200738280,,,,,,,,,,,,,,
FORCAY,1000000000,,,,,,,1000000000,,,,,,,,,,,,,,
FORABS,19694982,,,,19694982,,,,,,,,,,,,,,,,,
FOMERV,51093500,,,,51093500,,,,,,,,,,,,,,,,,
FOENO,129802925,,,,,,,,,,,,,,129802925,,,,,,,
FOE,0,,,,,,,0,,,,,,,,,,,,,,
FOCASA,5153358,,,,,,,,5153358,,,,,,,,,,,,,
FNWATE,47748600,47748600,,,,,,,,,,,,,,,,,,,,
FNAVIA,231407032,,,,,,,,,,,,231407032,,,,,,,,,
FMSWER,96464156050,,,,,,,,,,,,,,,,,96464156050,,,,
